# Time_(hours) Flux Flux_err
0.0 1.242903212849754 0.2
0.05025125628140704 0.8728507923742027 0.2
0.10050251256281408 0.9873771083665402 0.2
0.15075376884422112 0.6425798521749955 0.2
0.20100502512562815 0.8785487602556256 0.2
0.2512562814070352 0.9150900306383469 0.2
0.30150753768844224 0.6529876250394342 0.2
0.35175879396984927 0.7671726215064193 0.2
0.4020100502512563 0.9655664929876785 0.2
0.45226130653266333 0.876447605717398 0.2
0.5025125628140704 1.1473466556728196 0.2
0.5527638190954774 0.9676350253790329 0.2
0.6030150753768845 1.0971244531255309 0.2
0.6532663316582915 1.0097249703925273 0.2
0.7035175879396985 0.8757888387623601 0.2
0.7537688442211056 0.7099973220401652 0.2
0.8040201005025126 0.6782709655566332 0.2
0.8542713567839196 0.8024349097300769 0.2
0.9045226130653267 0.7640792468141124 0.2
0.9547738693467337 1.334018655153082 0.2
1.0050251256281408 0.8515417530241931 0.2
1.0552763819095479 0.9276139285957749 0.2
1.105527638190955 0.644804009294996 0.2
1.155778894472362 0.699380636864444 0.2
1.206030150753769 0.9645089404169158 0.2
1.256281407035176 0.6549637480600795 0.2
1.306532663316583 1.146771458569844 0.2
1.35678391959799 1.4876432588757327 0.2
1.407035175879397 0.787682683249801 0.2
1.4572864321608041 0.9270303955129283 0.2
1.5075376884422111 1.0972228424451695 0.2
1.5577889447236182 1.2292498548054918 0.2
1.6080402010050252 0.8948283944457941 0.2
1.6582914572864322 1.1417772938101498 0.2
1.7085427135678393 0.9658328550034085 0.2
1.7587939698492463 0.9634554175320195 0.2
1.8090452261306533 0.8051383084720396 0.2
1.8592964824120604 1.0046680334218219 0.2
1.9095477386934674 1.1120792030279 0.2
1.9597989949748744 0.7764723054469589 0.2
2.0100502512562817 1.1056815832223856 0.2
2.0603015075376887 0.8931502895942496 0.2
2.1105527638190957 0.8451033152875673 0.2
2.1608040201005028 0.9031495292985594 0.2
2.21105527638191 1.3223049777344555 0.2
2.261306532663317 1.3270115140533187 0.2
2.311557788944724 0.7785831931590814 0.2
2.361809045226131 1.3261627571793113 0.2
2.412060301507538 1.0090613588001467 0.2
2.462311557788945 0.4194160249399349 0.2
2.512562814070352 0.5135489491312112 0.2
2.562814070351759 0.41821476608831765 0.2
2.613065326633166 0.7414090337269921 0.2
2.663316582914573 0.645828760811536 0.2
2.71356783919598 0.3034371316914596 0.2
2.763819095477387 0.5378056688327274 0.2
2.814070351758794 0.8518984996731158 0.2
2.864321608040201 0.4065436750556277 0.2
2.9145728643216082 0.24322707163717838 0.2
2.9648241206030153 0.8645653916063037 0.2
3.0150753768844223 0.4739378997413442 0.2
3.0653266331658293 0.695491416190371 0.2
3.1155778894472363 0.2664216359115108 0.2
3.1658291457286434 0.5492030865276945 0.2
3.2160804020100504 0.40799575514970754 0.2
3.2663316582914574 0.21993779596945778 0.2
3.3165829145728645 0.47788264201160674 0.2
3.3668341708542715 0.7138272989110098 0.2
3.4170854271356785 0.2922705088927756 0.2
3.4673366834170856 0.5841563530521433 0.2
3.5175879396984926 0.24027623116683067 0.2
3.5678391959798996 0.24042775403985367 0.2
3.6180904522613067 0.26724486196776465 0.2
3.6683417085427137 0.8833410435473892 0.2
3.7185929648241207 0.4049440220964262 0.2
